Sigma_Inter	Kuramoto_R	Power_Avg	Shannon_H	Mutual_Info
0.0	0.999999873102113	6.099687337975349e-9	-0.0	2.8526890612800595
0.010101010101010102	0.9999998651659202	9.756432479648089e-5	-0.0	2.8528407630198123
0.020202020202020204	0.9999998592935565	0.0003904860436677587	-0.0	2.8569433912385684
0.030303030303030304	0.999999844447781	0.0008784941641148653	-0.0	2.85323487627582
0.04040404040404041	0.9999998552026387	0.0015616515183583914	-0.0	2.848078195262632
0.050505050505050504	0.9999998508877755	0.0024367543193395277	-0.0	2.850738803592485
0.06060606060606061	0.9999998722640471	0.003508310106429858	-0.0	2.8623245279345744
0.0707070707070707	0.9999998791219751	0.004773128333766249	-0.0	2.851853673360984
0.08080808080808081	0.9999997903331923	0.006226634283902361	-0.0	2.844425615096945
0.09090909090909091	0.999999871396572	0.007873947625648402	-0.0	2.8484798362397212
0.10101010101010101	0.9999998687286721	0.009714867377015306	-0.0	2.8534828254134212
0.1111111111111111	0.9999998787922741	0.011741430600382439	-0.0	2.8576757084483813
0.12121212121212122	0.9999999047681326	0.01395495331884121	-0.0	2.8564553262383194
0.13131313131313133	0.9999998308108733	0.016354890717800413	-0.0	2.8458270428271546
0.1414141414141414	0.9999998605481121	0.018944247430132358	-0.0	2.8606358423431346
0.15151515151515152	0.9999999093489357	0.021714404711331323	-0.0	2.8612824860673487
0.16161616161616163	0.9999999077052307	0.024670069951647257	-0.0	2.857081217973625
0.1717171717171717	0.999999895661673	0.02780454625443048	-0.0	2.852061135439079
0.18181818181818182	0.999999880007676	0.031116701071756105	-0.0	2.8575234425770275
0.1919191919191919	0.9999998475847997	0.034597418250795584	-0.0	2.8548031708774166
0.20202020202020202	0.9999998891117525	0.03826028327069388	-0.0	2.855132022827732
0.21212121212121213	0.9999999178634628	0.042093712643830605	-0.0	2.86016959291276
0.2222222222222222	0.999999865418953	0.04609778122323558	-0.0	2.859244034744813
0.23232323232323232	0.9999998793662933	0.05027116407431031	-0.0	2.85642292358614
0.24242424242424243	0.9999998928057428	0.05459416834243394	-0.0	2.856952823632793
0.25252525252525254	0.9999999243605601	0.05909922085400216	-0.0	2.868547452682538
0.26262626262626265	0.9999998664981826	0.06373927746851897	-0.0	2.8576820899774606
0.2727272727272727	0.9999999226362035	0.06857324752753881	-0.0	2.864067062168987
0.2828282828282828	0.9999998941886084	0.07353222630518857	-0.0	2.860915290216679
0.29292929292929293	0.9999999079355978	0.07863305308296789	-0.0	2.8613302145031225
0.30303030303030304	0.9999998789941374	0.0838882739987952	-0.0	2.862331748142592
0.31313131313131315	0.9999998901454272	0.08928258136351426	-0.0	2.8701986647473086
0.32323232323232326	0.9999999128318853	0.09482274005373056	-0.0	2.8609104110680548
0.3333333333333333	0.9999998868704977	0.10051653255433451	-0.0	2.86359381282041
0.3434343434343434	0.9999999239978604	0.10635152428125817	-0.0	2.869397766638236
0.35353535353535354	0.9999999144009895	0.11224340871326567	-0.0	2.858716948491676
0.36363636363636365	0.999999932414992	0.11833986101559484	-0.0	2.868821744733705
0.37373737373737376	0.9999999166629341	0.12452974855197059	-0.0	2.8642051433234705
0.3838383838383838	0.9999999234247751	0.13082938771367342	-0.0	2.864174789003902
0.3939393939393939	0.9999999288751527	0.13724646690489106	-0.0	2.8566219687227323
0.40404040404040403	0.9999999285353532	0.14377545619633453	-0.0	2.8660152024680645
0.41414141414141414	0.9999999374429202	0.15040365328577662	-0.0	2.867162932104279
0.42424242424242425	0.999999934624543	0.15715678738634023	-0.0	2.868785653613591
0.43434343434343436	0.9999999278559504	0.16400449011462914	-0.0	2.8690823957034413
0.4444444444444444	0.9999999607513693	0.17087325534353381	-0.0	2.8683862439102894
0.45454545454545453	0.9999999391662475	0.1779255718930574	-0.0	2.864283291751347
0.46464646464646464	0.9999999504418724	0.1850050205549166	-0.0	2.8678112614406706
0.47474747474747475	0.9999999403147465	0.19215873899812375	-0.0	2.8678679595894874
0.48484848484848486	0.9999999480764424	0.19940978321093028	-0.0	2.8614906841563226
0.494949494949495	0.999999943765375	0.20668964484796082	-0.0	2.862582445867326
0.5050505050505051	0.99999992495024	0.2141374362691971	-0.0	2.8592599543898016
0.5151515151515151	0.9999999454016366	0.2215302618488384	-0.0	2.8630085034700983
0.5252525252525253	0.9999999412911886	0.22901610266615205	-0.0	2.8644888300723697
0.5353535353535354	0.9999999403095013	0.2365408414067003	-0.0	2.8567104389748454
0.5454545454545454	0.9999999508448412	0.24419527959235507	-0.0	2.86092914268013
0.5555555555555556	0.9999999501491593	0.25176767675521483	-0.0	2.86055465097636
0.5656565656565656	0.9999999592636634	0.2594122910289781	-0.0	2.8611238011922486
0.5757575757575758	0.9999999321404327	0.26715047023805455	-0.0	2.8545416780040456
0.5858585858585859	0.9999999459339424	0.27492940236784497	-0.0	2.8552431032752423
0.5959595959595959	0.9999999427177826	0.2825292877433339	-0.0	2.8477912542201347
0.6060606060606061	0.9999999540268664	0.29033452473836324	-0.0	2.8556085842165544
0.6161616161616161	0.999999955182768	0.29803718478584273	-0.0	2.8518850604550137
0.6262626262626263	0.9999999528380115	0.30590302390508967	-0.0	2.849727701094564
0.6363636363636364	0.9999999390997565	0.3136241298634838	-0.0	2.8506861120331743
0.6464646464646465	0.9999999623720014	0.3213365686435498	-0.0	2.8492220016345438
0.6565656565656566	0.9999999498583676	0.3291478743685469	-0.0	2.8420788432657655
0.6666666666666666	0.9999999447208467	0.33680386033571	-0.0	2.84378679471073
0.6767676767676768	0.9999999533147489	0.3444528211495386	-0.0	2.836705877482812
0.6868686868686869	0.9999999263189654	0.3521665833013702	-0.0	2.8329483278997176
0.696969696969697	0.9999999368800209	0.35982395508791815	-0.0	2.834026125507032
0.7070707070707071	0.9999999496920771	0.3672987481950431	-0.0	2.821928285707271
0.7171717171717171	0.9999999457524604	0.37496223295516173	-0.0	2.8231943429315733
0.7272727272727273	0.999999944474963	0.3824843347023723	-0.0	2.823899594712075
0.7373737373737373	0.9999999273497786	0.38993855875212574	-0.0	2.8214671722491977
0.7474747474747475	0.9999999363488734	0.39727323909486134	-0.0	2.811161731458474
