Sigma_Inter	Kuramoto_R	Power_Avg	Shannon_H	Mutual_Info
0.0	0.999999844399854	4.8876031172931914e-9	-0.0	2.846685756262356
0.010101010101010102	0.9999998472335845	9.764897513082172e-5	-0.0	2.844769619015327
0.020202020202020204	0.9999998681064205	0.00039052962801787417	-0.0	2.851870809308164
0.030303030303030304	0.9999998662615971	0.0008779693710401439	-0.0	2.8524736095454872
0.04040404040404041	0.9999998486809565	0.0015608972354322133	-0.0	2.843862115235014
0.050505050505050504	0.9999998499757059	0.00243702953304566	-0.0	2.8589350883820304
0.06060606060606061	0.9999998555147225	0.0035080161125271023	-0.0	2.865030524462696
0.0707070707070707	0.9999998763319298	0.004772210381529923	-0.0	2.854700421959222
0.08080808080808081	0.9999998599264323	0.006228159480847731	-0.0	2.853160191199117
0.09090909090909091	0.9999998539849035	0.007875231174737532	-0.0	2.8561143691785795
0.10101010101010101	0.9999998933960036	0.009712657983989214	-0.0	2.8599634650354426
0.1111111111111111	0.9999998662368157	0.011739848829286754	-0.0	2.85386961386204
0.12121212121212122	0.9999998517302031	0.013955392589071037	-0.0	2.8504835024299036
0.13131313131313133	0.9999998681038927	0.01635940761068663	-0.0	2.859146658112527
0.1414141414141414	0.9999998760200097	0.01894542510839711	-0.0	2.853135605919201
0.15151515151515152	0.9999998619251869	0.02171747320625312	-0.0	2.862115454535926
0.16161616161616163	0.9999998626744462	0.024669253703405204	-0.0	2.8623805152433706
0.1717171717171717	0.999999867458268	0.027799517461614222	-0.0	2.854730974863575
0.18181818181818182	0.9999998932690821	0.03111262689591342	-0.0	2.8563760025585334
0.1919191919191919	0.9999998822003874	0.034602031576966646	-0.0	2.8558845441392493
0.20202020202020202	0.9999998808624592	0.038256206940447915	-0.0	2.8550589692294617
0.21212121212121213	0.99999987734474	0.042098433578040724	-0.0	2.8563382746053607
0.2222222222222222	0.9999998821125371	0.046095793399037285	-0.0	2.864673731824284
0.23232323232323232	0.9999998924089416	0.05026915995746809	-0.0	2.861393059809968
0.24242424242424243	0.9999998934868918	0.054602653009514654	-0.0	2.8623138724200956
0.25252525252525254	0.9999999086752972	0.059094990530428715	-0.0	2.863595528306219
0.26262626262626265	0.9999999037682102	0.06374591345928499	-0.0	2.862255940685464
0.2727272727272727	0.9999998934086659	0.06854951701946903	-0.0	2.8586341729782165
0.2828282828282828	0.9999998939520115	0.0735182443314709	-0.0	2.8507583878756937
0.29292929292929293	0.9999999001893306	0.07863460518104598	-0.0	2.8566297533437135
0.30303030303030304	0.999999905757398	0.08389630516561036	-0.0	2.865844148452027
0.31313131313131315	0.9999999090665274	0.08929101833775016	-0.0	2.859960170668253
0.32323232323232326	0.9999999225377297	0.09483968551382053	-0.0	2.8635340989228517
0.3333333333333333	0.9999999146466921	0.10051293806650843	-0.0	2.8639262869225806
0.3434343434343434	0.9999999081460816	0.10633796578730031	-0.0	2.8636882197681093
0.35353535353535354	0.9999999185664917	0.11227235593988974	-0.0	2.865085716608161
0.36363636363636365	0.9999999154502298	0.11833194394252353	-0.0	2.8606041630751076
0.37373737373737376	0.9999999300743547	0.12451779073230418	-0.0	2.860973766452355
0.3838383838383838	0.9999999256739466	0.13083466683429112	-0.0	2.865864131198313
0.3939393939393939	0.9999999287009309	0.13722527688982117	-0.0	2.860997070329937
0.40404040404040403	0.9999999347978963	0.14377114538881672	-0.0	2.86389326924602
0.41414141414141414	0.9999999353968709	0.15039800949572496	-0.0	2.869773429837464
0.42424242424242425	0.9999999261800498	0.15713555031169665	-0.0	2.8643120329929985
0.43434343434343436	0.9999999362997785	0.1639849959436123	-0.0	2.8626995457137427
0.4444444444444444	0.999999938901384	0.1708916441137786	-0.0	2.8642856109430466
0.45454545454545453	0.9999999336965909	0.1779142349601889	-0.0	2.862748612769393
0.46464646464646464	0.999999946082739	0.18499245143546775	-0.0	2.8597144266632823
0.47474747474747475	0.9999999462266762	0.1921491613283023	-0.0	2.861300433130688
0.48484848484848486	0.9999999440560636	0.19939885808864813	-0.0	2.8671176967103147
0.494949494949495	0.999999945773658	0.20675425444081427	-0.0	2.8641568687460217
0.5050505050505051	0.9999999394008998	0.21415025603797583	-0.0	2.860296836055959
0.5151515151515151	0.9999999403654206	0.2215474322288327	-0.0	2.8551997555208826
0.5252525252525253	0.9999999468332792	0.22905812926831778	-0.0	2.861722603517685
0.5353535353535354	0.9999999391419921	0.23660572949021444	-0.0	2.859546356957777
0.5454545454545454	0.999999947878684	0.24418020613996594	-0.0	2.859996262174412
0.5555555555555556	0.9999999463653207	0.2517974753721298	-0.0	2.860181870250003
0.5656565656565656	0.9999999437402611	0.2594313828751362	-0.0	2.8604110617468432
0.5757575757575758	0.9999999550354995	0.2671521254757204	-0.0	2.8583314649767675
0.5858585858585859	0.9999999483965848	0.27487311113669716	-0.0	2.853927887365409
0.5959595959595959	0.9999999524756688	0.2826235268453534	-0.0	2.855523416052639
0.6060606060606061	0.999999949378176	0.290329649725347	-0.0	2.8529142223334327
0.6161616161616161	0.9999999532853526	0.29808933698212176	-0.0	2.851535337264533
0.6262626262626263	0.9999999524635246	0.3058955001469061	-0.0	2.849902690352223
0.6363636363636364	0.9999999483172374	0.31358650801985316	-0.0	2.8491344394913587
0.6464646464646465	0.9999999391065804	0.32137910997087077	-0.0	2.843270733223711
0.6565656565656566	0.9999999510564639	0.32909764927619195	-0.0	2.843232983186877
0.6666666666666666	0.999999953774257	0.3367862690050503	-0.0	2.8430747759358477
